Longevity,Churn,HappinessIndex,ChangeHappinessIndex,SupportCases,ChangeSupportCases,SupportPriority,ChangeSupportPriority,ChangeNumberLogins,ChangeNumberBlogs,ChangeNumberViews,DaysLastLogin,HasSP,HasChangeSP,HasNullHI,PreviousHappinessIndex,IsRatedHI,HasSC,HasChangeSC,HasChangeNBlogs,HasChangeNViews,LongevityFlip,Longevity6,Longevity12,Longevity18,Longevity24,CustomerActivity1,CustomerActivity2,IsActive,MonthlyHappinessIndex
35,0,147,-73,1,0,3,0,49,-4,7926,0,1,0,0,220,1,1,0,1,1,32,5,11,17,11,0.570863172916,0.595418044126,0,4.2
36,0,154,1,2,2,3,3,30,-1,-105,0,1,1,0,153,1,1,1,1,1,31,0,0,0,12,-0.0178824511709,0.00667242003989,1,4.27777777778
36,0,31,-2,0,0,0,0,1,0,13,17,0,0,0,33,1,0,0,0,1,31,0,0,0,12,0.109543140292,-0.102459671423,1,0.861111111111
17,0,34,20,1,1,2,2,24,0,2,15,1,1,0,14,1,1,1,0,1,50,5,5,17,17,0.217358239974,0.0331857438969,1,2.0
16,1,69,-72,0,0,0,0,-6,-1,533,-1,0,0,0,141,1,0,0,1,1,51,4,4,16,16,-0.194881402684,-0.156411373654,1,4.3125
18,0,19,19,0,0,0,0,4,0,0,31,0,0,0,0,1,0,0,0,0,49,0,6,0,18,0.32113105782,-0.0856839633633,1,1.05555555556
17,1,0,0,0,0,0,0,0,0,4,30,0,0,1,0,0,0,0,0,1,50,5,5,17,17,0.283790897747,-0.109108965618,1,0.0
15,1,129,45,0,0,0,0,62,1,501,0,0,0,0,84,1,0,0,1,1,52,3,3,15,15,0.327395923659,0.351950794869,1,8.6
17,0,97,71,0,0,0,0,8,1,-864,31,0,0,0,26,1,0,0,1,1,50,5,5,17,17,0.32999539436,-0.0768196268234,1,5.70588235294
17,0,32,-36,0,0,0,0,-1,0,13,8,0,0,0,68,1,0,0,0,1,50,5,5,17,17,-0.0275643899337,-0.114330781276,1,1.88235294118
17,0,96,1,0,0,0,0,0,0,-7,31,0,0,0,95,1,0,0,0,1,50,5,5,17,17,0.296833707572,-0.109981313612,1,5.64705882353
18,1,0,0,0,0,0,0,0,0,-517,31,0,0,1,0,0,0,0,0,1,49,0,6,0,18,0.256388482383,-0.1504265388,1,0.0
18,0,3,-87,0,0,0,0,-10,-1,9,-1,0,0,0,90,1,0,0,1,1,49,0,6,0,18,-0.260179108663,-0.221709079633,1,0.166666666667
18,0,146,-1,0,0,0,0,1,0,75,-2,0,0,0,147,1,0,0,0,1,49,0,6,0,18,-0.149927987759,-0.0975428009098,1,8.11111111111
8,0,67,0,1,1,3,3,11,0,-12,-3,1,1,0,67,1,1,1,0,1,59,2,8,8,8,-0.111387075902,-0.0450867312338,1,8.375
17,1,104,2,0,0,0,0,3,0,-20,4,0,0,0,102,1,0,0,0,1,50,5,5,17,17,-0.0620998454864,-0.0932056055523,1,6.11764705882
13,0,99,4,0,0,0,0,-8,0,-195,9,0,0,0,95,1,0,0,0,1,54,1,1,13,13,-0.0716934241292,-0.172374973291,1,7.61538461538
18,0,173,8,2,0,3,0,11,0,260,0,1,0,0,165,1,1,0,0,1,49,0,6,0,18,-0.0480708156775,-0.0235159444667,1,9.61111111111
16,0,169,1,0,0,0,0,-19,-2,77,0,0,0,0,168,1,0,0,1,1,51,4,4,16,16,-0.347932335056,-0.323377463845,1,10.5625
18,0,153,-1,0,0,0,0,19,0,96,-4,0,0,0,154,1,0,0,0,1,49,0,6,0,18,-0.0692529230913,0.0109625793961,1,8.5
18,0,0,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,49,0,6,0,18,0.297388838113,-0.10942618307,1,0.0
18,0,161,0,0,0,0,0,31,0,1,0,0,0,0,161,1,0,0,0,1,49,0,6,0,18,0.0501004528099,0.0746553240206,1,8.94444444444
17,1,0,-39,3,2,3,0,-22,-1,0,-25,1,0,1,39,1,1,1,1,0,50,5,5,17,17,-0.666083294711,-0.293649478021,1,0.0
18,1,182,0,2,0,3,0,5,-1,32,0,1,0,0,182,1,1,0,1,1,49,0,6,0,18,-0.155406626592,-0.130851755381,1,10.1111111111
14,0,167,21,0,0,0,0,56,0,45,0,0,0,0,146,1,0,0,0,1,53,2,2,14,14,0.201978717954,0.226533589165,1,11.9285714286
17,0,117,-2,0,-1,0,-3,4,0,-31,4,0,1,0,119,1,0,1,0,1,50,5,5,17,17,-0.0570366385539,-0.0881423986198,1,6.88235294118
5,0,125,57,2,0,3,0,30,-2,1,5,1,0,0,68,1,1,0,1,1,62,5,5,5,5,0.00645851385117,-0.0385624040339,1,25.0
10,0,146,7,0,0,0,0,53,5,-1,1,0,0,0,139,1,0,0,1,1,57,4,10,10,10,0.46264464311,0.473284356501,0,14.6
18,1,132,-30,0,0,0,0,12,6,-391,0,0,0,0,162,1,0,0,1,1,49,0,6,0,18,0.228084118245,0.252638989456,1,7.33333333333
18,0,194,17,0,0,0,0,40,2,-167,-4,0,0,0,177,1,0,0,1,1,49,0,6,0,18,0.141818855998,0.222034358486,1,10.7777777778
16,1,5,5,0,0,0,0,2,0,0,31,0,0,0,0,1,0,0,0,0,51,4,4,16,16,0.309259947967,-0.0975550732167,1,0.3125
16,1,116,-9,1,1,3,3,-1,1,13,-4,1,1,0,125,1,1,1,1,1,51,4,4,16,16,-0.1409051972,-0.0606896947124,1,7.25
15,0,94,-49,0,-6,0,-3,-8,-2,-178,0,0,1,0,143,1,0,1,1,1,52,3,3,15,15,-0.302863843457,-0.278308972246,1,6.26666666667
17,0,27,25,0,0,0,0,2,0,-1,31,0,0,0,2,1,0,0,0,1,50,5,5,17,17,0.309180643604,-0.0976343775798,1,1.58823529412
17,0,131,-1,0,0,0,0,7,0,97,8,0,0,0,132,1,0,0,0,1,50,5,5,17,17,0.0265816159815,-0.0601847753611,1,7.70588235294
17,1,2,1,0,0,0,0,0,0,0,61,0,0,0,1,1,0,0,0,0,50,5,5,17,17,0.714843572689,-0.10942618307,1,0.117647058824
17,0,72,-4,0,-2,0,-3,3,0,492,12,0,1,0,76,1,0,1,0,1,50,5,5,17,17,0.0898252509815,-0.0526017716378,1,4.23529411765
16,1,73,16,0,0,0,0,0,0,-196,31,0,0,0,57,1,0,0,0,1,51,4,4,16,16,0.281845182943,-0.12496983824,1,4.5625
17,0,36,16,0,0,0,0,24,0,39,2,0,0,0,20,1,0,0,0,1,50,5,5,17,17,0.0393954497597,0.0361200053321,1,2.11764705882
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65,2,2,2,2,-0.133981054281,-0.10942618307,1,0.0
12,1,117,-14,0,0,0,0,-7,0,12,0,0,0,0,131,1,0,0,0,1,55,0,0,12,12,-0.17457828641,-0.1500234152,1,9.75
18,0,26,-11,0,-1,0,-3,17,0,-6,7,0,1,0,37,1,0,1,0,1,49,0,6,0,18,0.0638536580285,-0.00899757549494,1,1.44444444444
16,1,20,-41,0,0,0,0,-2,0,-675,-53,0,0,0,61,1,0,0,0,1,51,4,4,16,16,-0.936885973652,-0.174827738026,1,1.25
17,0,98,6,0,0,0,0,16,0,-924,4,0,0,0,92,1,0,0,0,1,50,5,5,17,17,-0.0566287756946,-0.0877345357606,1,5.76470588235
17,1,31,-27,0,0,0,0,-2,0,157,11,0,0,0,58,1,0,0,0,1,50,5,5,17,17,0.0196653568856,-0.108846507915,1,1.82352941176
17,1,0,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,50,5,5,17,17,0.297388838113,-0.10942618307,1,0.0
17,0,229,1,2,1,3,0,-64,1,-240,0,1,0,0,228,1,1,1,1,1,50,5,5,17,17,-0.479248530173,-0.454693658962,1,13.4705882353
17,0,159,-10,0,0,0,0,8,0,1426,0,0,0,0,169,1,0,0,0,1,50,5,5,17,17,0.0265914069337,0.0511462781445,1,9.35294117647
15,1,165,-11,0,0,0,0,98,1,110,-2,0,0,0,176,1,0,0,1,1,52,3,3,15,15,0.482237579404,0.534622766253,0,11.0
12,0,47,-15,0,0,0,0,18,0,-53,-13,0,0,0,62,1,0,0,0,1,55,0,0,12,12,-0.212241248495,-0.00678932563461,1,3.91666666667
17,0,95,-10,1,1,3,3,65,0,-5,0,1,1,0,105,1,1,1,0,1,50,5,5,17,17,0.251433494139,0.27598836535,1,5.58823529412
17,0,118,-38,3,3,3,3,11,-1,-146,15,1,1,0,156,1,1,1,1,1,50,5,5,17,17,0.0748178936218,-0.109354602455,1,6.94117647059
17,0,214,-13,1,-8,2,-1,2,4,577,-1,1,1,0,227,1,1,1,1,1,50,5,5,17,17,0.124297861526,0.162767890556,1,12.5882352941
14,0,67,24,0,0,0,0,4,0,-14,-2,0,0,0,43,1,0,0,0,1,53,2,2,14,14,-0.139179411296,-0.0867942244469,1,4.78571428571
16,1,93,-46,0,0,0,0,-22,-1,61,-10,0,0,0,139,1,0,0,1,1,51,4,4,16,16,-0.452518361274,-0.288811911871,1,5.8125
16,1,132,-71,0,0,0,0,1,-1,1209,0,0,0,0,203,1,0,0,1,1,51,4,4,16,16,-0.0858076109129,-0.0612527397021,1,8.25
12,1,0,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,55,0,0,12,12,0.297388838113,-0.10942618307,1,0.0
13,0,45,-16,0,-1,0,-3,-1,0,-3,-2,0,1,0,61,1,0,1,0,1,54,1,1,13,13,-0.167984837935,-0.115599651086,1,3.46153846154
16,1,205,2,0,-2,0,-3,37,-3,1125,5,0,1,0,203,1,0,1,1,1,51,4,4,16,16,0.0835044159146,0.0384834980295,1,12.8125
15,1,78,-4,0,0,0,0,14,0,21,0,0,0,0,82,1,0,0,0,1,52,3,3,15,15,-0.0492178936817,-0.0246630224709,1,5.2
17,1,31,-25,0,0,0,0,0,0,18,31,0,0,0,56,1,0,0,0,1,50,5,5,17,17,0.298816316649,-0.107998704534,1,1.82352941176
12,1,68,68,0,0,0,0,14,3,-3,31,0,0,0,0,1,0,0,1,1,55,0,0,12,12,0.54117195369,0.134356932506,1,5.66666666667
15,0,106,8,3,2,3,0,-42,0,34,0,1,0,0,98,1,1,1,0,1,52,3,3,15,15,-0.380578012856,-0.356023141645,1,7.06666666667
17,0,171,30,0,0,0,0,20,6,1926,0,0,0,0,141,1,0,0,1,1,50,5,5,17,17,0.459316766995,0.483871638205,0,10.0588235294
16,1,0,-12,0,0,0,0,-2,0,-1,-90,0,0,1,12,1,0,0,0,1,51,4,4,16,16,-1.39829567222,-0.121376597287,1,0.0
17,1,154,44,0,-1,0,-3,-7,2,-185,6,0,1,0,110,1,0,1,1,1,50,5,5,17,17,0.000571874098987,-0.0583642016053,1,9.05882352941
13,0,130,-38,0,-2,0,-3,-10,-3,25,-1,0,1,0,168,1,0,1,1,1,54,1,1,13,13,-0.366192411981,-0.327722382951,1,10.0
32,1,18,-1,0,0,0,0,-2,0,-15,7,0,0,0,19,1,0,0,0,1,35,2,8,14,8,-0.0496356248468,-0.12248685837,1,0.5625
21,0,141,-13,0,0,0,0,-4,2,-236,-3,0,0,0,154,1,0,0,1,1,46,3,9,3,21,-0.110902404012,-0.044602059344,1,6.71428571429
30,0,139,-1,0,0,0,0,44,0,-20,-2,0,0,0,140,1,0,0,0,1,37,0,6,12,6,0.0977669595932,0.150152146442,1,4.63333333333
30,1,65,0,0,0,0,0,0,0,0,31,0,0,0,65,1,0,0,0,0,37,0,6,12,6,0.297388838113,-0.10942618307,1,2.16666666667
31,1,95,23,0,0,0,0,0,0,3,31,0,0,0,72,1,0,0,0,1,36,1,7,13,7,0.297626751203,-0.109188269981,1,3.06451612903
30,0,89,9,0,0,0,0,17,0,-490,0,0,0,0,80,1,0,0,0,1,37,0,6,12,6,-0.071935758453,-0.0473808872423,1,2.96666666667
24,0,40,-61,0,0,0,0,1,-1,14,-19,0,0,0,101,1,0,0,1,1,43,0,0,6,0,-0.444964323399,-0.156021453624,1,1.66666666667
31,0,205,5,0,0,0,0,41,-2,-286,-1,0,0,0,200,1,0,0,1,1,36,1,7,13,7,-0.034501681084,0.00396834794594,1,6.61290322581
31,0,131,13,0,0,0,0,3,0,230,16,0,0,0,118,1,0,0,0,1,36,1,7,13,7,0.124708139122,-0.0733795147737,1,4.22580645161
30,1,106,-25,0,0,0,0,-3,0,847,4,0,0,0,131,1,0,0,0,1,37,0,6,12,6,-0.0289562922265,-0.0600620522924,1,3.53333333333
31,0,60,-3,0,0,0,0,-2,0,-11,-6,0,0,0,63,1,0,0,0,1,36,1,7,13,7,-0.230215459044,-0.122169640918,1,1.93548387097
30,1,30,0,0,0,0,0,4,0,0,4,0,0,0,30,1,0,0,0,0,37,0,6,12,6,-0.0545782032974,-0.0856839633633,1,1.0
31,1,105,1,0,-1,0,-3,-17,0,-1382,-4,0,1,0,104,1,0,1,0,1,36,1,7,13,7,-0.400144749135,-0.319929246648,1,3.38709677419
29,0,178,-5,0,0,0,0,38,-2,-123,0,0,0,0,183,1,0,0,1,1,38,5,5,11,5,-0.0254665768573,-0.000911705646518,1,6.13793103448
31,0,163,-12,2,-1,3,-1,18,-11,1337,0,1,1,0,175,1,1,1,1,1,36,1,7,13,7,-0.51116308432,-0.486608213109,0,5.25806451613
31,1,176,0,0,-4,0,-3,39,1,-1234,-1,0,1,0,176,1,0,1,1,1,36,1,7,13,7,0.039369932522,0.0778399615519,1,5.67741935484
31,0,0,-25,0,0,0,0,-1,0,28,11,0,0,1,25,1,0,0,0,1,36,1,7,13,7,0.0153706489705,-0.11314121583,1,0.0
30,1,72,-1,0,0,0,0,-4,0,-71,-33,0,0,0,73,1,0,0,0,1,37,0,6,12,6,-0.622554091801,-0.138799012558,1,2.4
29,1,110,-2,0,0,0,0,-7,0,1,-3,0,0,0,112,1,0,0,0,1,38,5,5,11,5,-0.217196107862,-0.150895763194,1,3.79310344828
31,0,26,0,0,0,0,0,-4,0,-18,-13,0,0,0,26,1,0,0,0,1,36,1,7,13,7,-0.340047804173,-0.134595881313,1,0.838709677419
6,1,0,-35,0,0,0,0,-16,0,1,7,0,0,1,35,1,0,0,0,1,61,0,6,6,6,-0.131464524011,-0.204315757534,1,0.0
31,0,109,6,0,0,0,0,13,0,116,0,0,0,0,103,1,0,0,0,1,36,1,7,13,7,-0.0476195341125,-0.0230646629018,1,3.51612903226
18,0,100,-5,0,0,0,0,0,0,-2,0,0,0,0,105,1,0,0,0,1,49,0,6,0,18,-0.134139663007,-0.109584791796,1,5.55555555556
29,0,97,-31,0,0,0,0,-7,-2,-44,-3,0,0,0,128,1,0,0,1,1,38,5,5,11,5,-0.32804697733,-0.261746632662,1,3.34482758621
30,1,34,-24,0,0,0,0,-4,0,7,-30,0,0,0,58,1,0,0,0,1,37,0,6,12,6,-0.574622878021,-0.132613272235,1,1.13333333333
28,0,205,17,0,0,0,0,143,2,7,0,0,0,0,188,1,0,0,1,1,39,4,4,10,4,0.822640603906,0.847195475117,0,7.32142857143
30,0,194,6,0,0,0,0,45,8,363,0,0,0,0,188,1,0,0,1,1,37,0,6,12,6,0.591035093742,0.615589964953,0,6.46666666667
24,0,89,-29,0,0,0,0,-17,-2,-1,0,0,0,0,118,1,0,0,1,1,43,0,0,6,0,-0.342246965526,-0.317692094315,1,3.70833333333
27,1,86,0,0,0,0,0,3,0,0,-17,0,0,0,86,1,0,0,0,0,40,3,3,9,3,-0.352732072427,-0.09161951829,1,3.18518518519
28,0,0,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,39,4,4,10,4,0.297388838113,-0.10942618307,1,0.0
29,0,142,1,0,0,0,0,38,1,0,2,0,0,0,141,1,0,0,1,0,38,5,5,11,5,0.173041435136,0.169765990708,1,4.89655172414
27,1,89,-53,0,0,0,0,-8,-4,86,-5,0,0,0,142,1,0,0,1,1,40,3,3,9,3,-0.458785453818,-0.364654793512,1,3.2962962963
30,0,80,10,0,0,0,0,16,0,91,9,0,0,0,70,1,0,0,0,1,37,0,6,12,6,0.0934409419622,-0.00724060719955,1,2.66666666667
22,0,14,-11,0,0,0,0,0,0,-1,-6,0,0,0,25,1,0,0,0,1,45,4,10,4,22,-0.217551305559,-0.109505487433,1,0.636363636364
30,0,162,-14,1,1,3,3,-12,1,97,0,1,1,0,176,1,1,1,1,1,37,0,6,12,6,-0.143874103615,-0.119319232404,1,5.4
24,1,77,-17,2,1,3,0,29,0,120,-6,1,0,0,94,1,1,1,0,1,43,0,0,6,0,-0.035824384748,0.0722214333778,1,3.20833333333
27,0,186,19,0,0,0,0,84,-1,1922,-1,0,0,0,167,1,0,0,1,1,40,3,3,9,3,0.449472301084,0.487942330114,0,6.88888888889
29,0,128,0,0,-1,0,-3,-1,0,-3,7,0,1,0,128,1,0,1,0,1,38,5,5,11,5,-0.0427484175627,-0.115599651086,1,4.41379310345
30,0,145,36,0,0,0,0,-3,1,-308,-7,0,0,0,109,1,0,0,1,1,37,0,6,12,6,-0.21997848107,-0.0980175051255,1,4.83333333333
24,1,0,0,0,0,0,0,0,0,38,31,0,0,1,0,0,0,0,0,1,43,0,0,6,0,0.300402403912,-0.106412617272,1,0.0
30,0,51,33,0,0,0,0,4,0,7,30,0,0,0,18,1,0,0,0,1,37,0,6,12,6,0.307771030543,-0.0851288328215,1,1.7
28,1,69,7,1,-1,4,1,42,0,-68,0,1,1,0,62,1,1,1,0,1,39,4,4,10,4,0.109919555949,0.134474427159,1,2.46428571429
10,1,130,-15,2,-2,3,0,35,0,0,0,1,0,0,145,1,1,1,0,0,57,4,10,10,10,0.0737633681535,0.0983182393643,1,13.0
30,0,117,11,1,1,3,3,181,0,12,0,1,1,0,106,1,1,1,0,1,37,0,6,12,6,0.941306039809,0.965860911019,0,3.9
27,1,62,13,0,0,0,0,4,0,-104,31,0,0,0,49,1,0,0,0,1,40,3,3,9,3,0.312883404056,-0.0939316171272,1,2.2962962963
30,1,0,0,0,0,0,0,-2,0,0,-74,0,0,1,0,0,0,0,0,0,37,0,6,12,6,-1.17557384275,-0.121297292923,1,0.0
29,0,78,10,2,2,3,3,15,0,203,-3,1,1,0,68,1,1,1,0,1,38,5,5,11,5,-0.0705944181257,-0.00429407345744,1,2.68965517241
28,0,18,-15,0,0,0,0,0,0,-4634,31,0,0,0,33,1,0,0,0,1,39,4,4,10,4,-0.0701075805582,-0.476922601742,0,0.642857142857
28,0,79,51,0,0,0,0,4,2,15,30,0,0,0,28,1,0,0,1,1,39,4,4,10,4,0.415687638576,0.0227877752112,1,2.82142857143
29,0,173,-11,0,0,0,0,-3,-1,-145,-4,0,0,0,184,1,0,0,1,1,38,5,5,11,5,-0.272588569553,-0.192373067066,1,5.96551724138
29,0,146,-9,2,1,3,0,35,-1,256,0,1,0,0,155,1,1,1,1,1,38,5,5,11,5,0.0404241985469,0.0649790697576,1,5.03448275862
29,0,137,25,0,0,0,0,22,0,104,0,0,0,0,112,1,0,0,0,1,38,5,5,11,5,0.00484880787036,0.0294036790811,1,4.72413793103
29,0,68,-24,0,0,0,0,0,-1,1657,2,0,0,0,92,1,0,0,1,1,38,5,5,11,5,-0.028384495526,-0.0316599399536,1,2.34482758621
29,0,90,-65,0,0,0,0,-1,-1,-54,1,0,0,0,155,1,0,0,1,1,38,5,5,11,5,-0.18392497356,-0.173285260169,1,3.10344827586
29,0,174,-12,0,-5,0,-3,-45,-2,-73,0,0,1,0,186,1,0,1,1,1,38,5,5,11,5,-0.514152417617,-0.489597546407,0,6.0
25,1,152,-14,0,0,0,0,5,-2,512,0,0,0,0,166,1,0,0,1,1,42,1,1,7,1,-0.170981618861,-0.14642674765,1,6.08
28,1,13,-4,0,0,0,0,0,0,-2,30,0,0,0,17,1,0,0,0,1,39,4,4,10,4,0.283315071568,-0.109584791796,1,0.464285714286
28,1,5,-25,0,0,0,0,-1,0,0,14,0,0,0,30,1,0,0,0,0,39,4,4,10,4,0.0548956002608,-0.115361737997,1,0.178571428571
21,1,5,5,0,0,0,0,2,0,-1,30,0,0,0,0,1,0,0,0,1,46,3,9,3,21,0.295265485785,-0.0976343775798,1,0.238095238095
29,0,182,3,0,0,0,0,69,-1,-316,1,0,0,0,179,1,0,0,1,1,38,5,5,11,5,0.210786128172,0.221425841564,1,6.27586206897
29,0,39,0,0,0,0,0,1,0,0,11,0,0,0,39,1,0,0,0,0,38,5,5,11,5,0.0250212366567,-0.103490628143,1,1.34482758621
27,0,28,5,0,0,0,0,-3,0,270,4,0,0,0,23,1,0,0,0,1,40,3,3,9,3,-0.0747149097434,-0.105820669809,1,1.03703703704
28,0,126,6,0,0,0,0,26,-4,263,7,0,0,0,120,1,0,0,1,1,39,4,4,10,4,-0.0759578202092,-0.148809053733,1,4.5
28,0,115,-37,0,0,0,0,21,-2,0,0,0,0,0,152,1,0,0,1,0,39,4,4,10,4,-0.116616573948,-0.0920617027373,1,4.10714285714
20,0,230,-19,2,-1,3,0,-28,-2,-482,-1,1,0,0,249,1,1,1,1,1,47,2,8,2,20,-0.459598626196,-0.421128597167,1,11.5
20,0,107,10,0,-3,0,-3,0,0,191,-5,0,1,0,97,1,0,1,0,1,47,2,8,2,20,-0.188409710022,-0.0942790497153,1,5.35
19,0,66,9,0,0,0,0,22,0,12,0,0,0,0,57,1,0,0,0,1,48,1,7,1,19,-0.00244719353616,0.0221076776746,1,3.47368421053
14,1,72,0,0,0,0,0,24,0,23,0,0,0,0,72,1,0,0,0,1,53,2,2,14,14,0.0102962643115,0.0348511355223,1,5.14285714286
20,1,0,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,47,2,8,2,20,0.297388838113,-0.10942618307,1,0.0
20,0,163,-20,0,-1,0,-3,17,-6,259,0,0,1,0,183,1,0,1,1,1,47,2,8,2,20,-0.334383309864,-0.309828438653,1,8.15
20,0,120,0,0,0,0,0,4,0,-250,-25,0,0,0,120,1,0,0,0,1,47,2,8,2,20,-0.477943870832,-0.105510054142,1,6.0
7,0,1,-1,0,0,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,60,1,7,7,7,-0.064405265185,-0.10942618307,1,0.142857142857
21,0,138,11,0,0,0,0,80,0,690,-12,0,0,0,127,1,0,0,0,1,46,3,9,3,21,0.228601456574,0.420138221614,1,6.57142857143
20,0,145,0,0,-1,0,-3,-8,0,-84,0,0,1,0,145,1,0,1,0,1,47,2,8,2,20,-0.188127060196,-0.163572188985,1,7.25
21,0,193,7,0,0,0,0,39,0,198,-1,0,0,0,186,1,0,0,0,1,46,3,9,3,21,0.0992926939378,0.137762722968,1,9.19047619048
20,0,40,0,0,0,0,0,-27,0,0,5,0,0,0,40,1,0,0,0,0,47,2,8,2,20,-0.224665248206,-0.269686166091,1,2.0
21,1,0,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,46,3,9,3,21,0.297388838113,-0.10942618307,1,0.0
21,0,213,-1,0,-1,0,-3,-115,0,4437,0,0,1,0,214,1,0,1,0,1,46,3,9,3,21,-0.464696411713,-0.440141540502,1,10.1428571429
20,0,95,0,0,0,0,0,3,0,-3,-35,0,0,0,95,1,0,0,0,1,47,2,8,2,20,-0.603442826261,-0.0918574313793,1,4.75
14,1,60,-25,0,0,0,0,0,0,-67,31,0,0,0,85,1,0,0,0,1,53,2,2,14,14,0.292075445785,-0.114739575399,1,4.28571428571
12,0,62,62,0,0,0,0,73,4,-23,-2,0,0,0,0,1,0,0,1,1,55,0,0,12,12,0.484224485634,0.536609672483,0,5.16666666667
21,0,81,-1,1,1,3,3,4,0,-200,-29,1,1,0,82,1,1,1,0,1,46,3,9,3,21,-0.529639283953,-0.101544835986,1,3.85714285714
19,0,116,-12,1,-4,3,0,7,0,53,3,1,0,0,128,1,1,1,0,1,48,1,7,1,19,-0.0464835650914,-0.0636741673382,1,6.10526315789
21,1,37,0,0,0,0,0,0,0,20,31,0,0,0,37,1,0,0,0,1,46,3,9,3,21,0.298974925376,-0.107840095808,1,1.7619047619
14,1,100,1,0,0,0,0,7,1,0,3,0,0,0,99,1,0,0,1,0,53,2,2,14,14,0.00295439022745,-0.0142362120193,1,7.14285714286
20,0,137,-5,0,-3,0,-3,-15,0,707,0,0,1,0,142,1,0,1,0,1,47,2,8,2,20,-0.166946193459,-0.142391322249,1,6.85
35,0,80,0,0,0,0,0,-1,0,0,-36,0,0,0,80,1,0,0,0,0,32,5,11,17,11,-0.640862290698,-0.115361737997,1,2.28571428571
36,1,80,22,0,0,0,0,8,0,21,-20,0,0,0,58,1,0,0,0,1,31,0,0,0,12,-0.363134379625,-0.0602763520311,1,2.22222222222
35,0,208,-4,0,0,0,0,32,1,-10,0,0,0,0,212,1,0,0,1,1,32,5,11,17,11,0.108804746306,0.133359617517,1,5.94285714286
31,0,120,0,0,0,0,0,-15,0,13,-2,0,0,0,120,1,0,0,0,1,36,1,7,13,7,-0.249813737099,-0.19742855025,1,3.87096774194
35,0,112,24,0,0,0,0,4,0,-24,31,0,0,0,88,1,0,0,0,1,32,5,11,17,11,0.319227753105,-0.087587268078,1,3.2
33,0,70,69,1,1,3,3,14,1,0,31,1,1,0,1,1,1,1,1,0,34,3,9,15,9,0.434127693651,0.0273126724676,1,2.12121212121
35,0,0,-15,0,0,0,0,0,0,13,31,0,0,1,15,1,0,0,0,1,32,5,11,17,11,0.298419794834,-0.10839522635,1,0.0
35,0,160,11,1,0,2,0,34,0,79,3,1,0,0,149,1,1,0,0,1,32,5,11,17,11,0.11583833137,0.0986477291236,1,4.57142857143
27,1,76,10,1,1,2,2,5,0,16,-25,1,1,0,66,1,1,1,0,1,40,3,3,9,3,-0.450913355317,-0.0784795386268,1,2.81481481481
35,0,166,-3,0,0,0,0,-12,-1,-1601,-3,0,0,0,169,1,0,0,1,1,32,5,11,17,11,-0.427560558769,-0.3612602141,1,4.74285714286
34,0,80,35,0,0,0,0,2,0,2,31,0,0,0,45,1,0,0,0,1,33,4,10,16,10,0.309418556693,-0.0973964644905,1,2.35294117647
35,0,82,36,0,0,0,0,12,0,95,31,0,0,0,46,1,0,0,0,1,32,5,11,17,11,0.37614941173,-0.0306656094539,1,2.34285714286
34,0,227,7,5,5,3,3,11,-4,-27768,0,1,1,0,220,1,1,1,1,1,33,4,10,16,10,-2.4853778513,-2.46082298009,0,6.67647058824
32,0,69,49,0,0,0,0,18,0,-10,2,0,0,0,20,1,0,0,0,1,35,2,8,14,8,-0.000103793593118,-0.0033792380207,1,2.15625
28,0,31,-37,0,0,0,0,-1,0,-28,17,0,0,0,68,1,0,0,0,1,39,4,4,10,4,0.0944205515512,-0.117582260164,1,1.10714285714
33,1,0,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,34,3,9,15,9,0.297388838113,-0.10942618307,1,0.0
33,0,138,3,3,3,3,3,40,-7,-8,-1,1,1,0,135,1,1,1,1,1,34,3,9,15,9,-0.286596055885,-0.248126026855,1,4.18181818182
34,0,134,-37,0,0,0,0,3,-1,254,0,0,0,0,171,1,0,0,1,1,33,4,10,16,10,-0.149672167834,-0.125117296623,1,3.94117647059
46,0,87,-2,0,0,0,0,13,0,0,0,0,0,0,89,1,0,0,0,0,21,4,10,10,22,-0.0568188402338,-0.032263969023,1,1.89130434783
34,0,94,-25,0,0,0,0,0,0,7,30,0,0,0,119,1,0,0,0,1,33,4,10,16,10,0.284028810836,-0.108871052528,1,2.76470588235
32,1,17,0,0,0,0,0,3,0,0,13,0,0,0,17,1,0,0,0,0,35,2,8,14,8,0.0647226621485,-0.09161951829,1,0.53125
23,0,148,9,0,0,0,0,32,1,166,-1,0,0,0,139,1,0,0,1,1,44,5,11,5,23,0.108847156395,0.147317185425,1,6.4347826087
33,0,106,-10,0,-1,0,-2,-13,0,-651,4,0,1,0,116,1,0,1,0,1,34,3,9,15,9,-0.207109777439,-0.238215537505,1,3.21212121212
