ID,Customer Age (in months),"Churn (1 = Yes, 0 = No)",CHI Score Month 0,CHI Score 0-1,Support Cases Month 0,Support Cases 0-1,SP Month 0,SP 0-1,Logins 0-1,Blog Articles 0-1,Views 0-1, Days Since Last Login 0-1
" 3,365 ",8,0,195,-14,0,-8,0,-3,67,-1,-58,0
" 3,366 ",11,0,87,16,2,2,3,3,45,1,8,9
" 3,367 ",10,0,115,-48,0,-2,0,-3,-20,-2,-62,0
" 3,368 ",11,0,142,42,0,0,0,0,16,1,-176,13
" 3,369 ",11,0,137,2,0,0,0,0,-20,-1,165,0
" 3,370 ",11,0,165,14,0,-1,0,-2,42,0,-1123,0
" 3,371 ",11,0,69,4,0,0,0,0,2,0,-189,31
" 3,372 ",7,0,45,-36,1,0,3,0,-5,-1,10,1
" 3,373 ",11,0,127,-6,1,1,3,3,14,-2,-157,0
" 3,374 ",11,0,144,-10,0,0,0,0,-25,1,-140,2
" 3,375 ",7,0,201,0,0,-1,0,-3,82,-2,-2495,0
" 3,376 ",11,0,166,-1,0,0,0,0,23,-1,-1384,0
" 3,377 ",11,0,50,26,0,0,0,0,1,0,-8,16
" 3,378 ",11,0,109,-25,4,0,3,0,16,1,46,5
" 3,379 ",11,0,225,1,1,-1,2,-1,-16,2,5780,3
" 3,380 ",11,0,128,19,0,0,0,0,0,0,2284,0
" 3,381 ",11,0,95,28,0,0,0,0,15,2,-14,1
" 3,382 ",11,0,179,-21,0,0,0,0,68,-4,31215,0
" 3,383 ",11,0,99,-16,1,1,3,3,62,-2,-39,0
" 3,384 ",11,0,198,-34,0,-5,0,-3,-31,-8,-321,0
" 3,385 ",11,0,155,0,5,2,3,0,-26,0,-10015,0
" 3,386 ",11,0,43,-14,0,0,0,0,37,0,4,-5
" 3,387 ",11,0,210,0,0,-1,0,-3,51,-1,6703,-1
" 3,388 ",10,0,105,-9,0,0,0,0,3,0,1229,-5
" 3,389 ",10,0,115,23,0,0,0,0,18,0,-22,-15
" 3,390 ",11,0,255,0,1,-5,3,0,353,3,-8914,0
" 3,391 ",11,0,109,41,1,1,4,4,15,4,-81,2
" 3,392 ",11,0,132,-4,5,4,3,1,38,0,32,-3
" 3,393 ",11,0,124,65,4,1,3,0,106,-1,0,-1
" 3,394 ",10,0,77,-2,1,0,3,0,2,0,-291,-9
" 3,395 ",11,0,184,44,2,2,3,3,24,1,69,-1
" 3,396 ",11,0,130,0,2,2,3,3,46,0,-170,0
" 3,397 ",9,0,103,-13,0,-1,0,-3,-6,-1,-11,-8
" 3,398 ",10,0,125,62,1,1,3,3,22,1,-84,8
" 3,399 ",11,0,86,63,4,4,3,3,153,0,-26,-14
" 3,400 ",11,0,118,-10,0,0,0,0,40,-1,-35,1
" 3,401 ",10,0,133,-10,0,-5,0,-3,1,1,-18,3
" 3,402 ",11,0,0,0,0,0,0,0,0,0,0,30
" 3,403 ",11,0,205,7,13,2,3,0,111,2,232,-2
" 3,404 ",11,0,155,46,0,-1,0,-3,18,2,-2,0
" 3,405 ",11,0,133,-3,2,1,3,0,6,0,-113,0
" 3,406 ",11,0,154,-16,0,-1,0,-3,-41,-1,741,0
" 3,407 ",5,0,178,52,1,0,3,0,11,-1,62,9
" 3,408 ",11,0,214,0,0,0,0,0,102,0,-4471,0
" 3,409 ",9,0,145,9,1,1,3,3,58,-4,-259,0
" 3,410 ",11,0,140,-25,0,-1,0,-2,-7,-2,-61,-1
" 3,411 ",11,0,63,27,0,0,0,0,2,0,55,31
" 3,412 ",11,0,115,0,2,1,3,0,11,1,0,0
" 3,413 ",11,0,76,-49,0,0,0,0,-8,-1,37,0
" 3,414 ",11,0,209,-11,1,-1,3,0,142,-1,76,0
" 3,415 ",11,0,77,12,0,0,0,0,-4,0,-7,-3
" 3,416 ",11,0,16,-2,0,0,0,0,0,0,-22,31
" 3,417 ",10,0,0,0,0,0,0,0,0,0,0,31
" 3,418 ",11,0,0,0,0,0,0,0,0,0,-3,31
" 3,419 ",11,0,154,39,1,0,3,0,53,3,-1178,0
" 3,420 ",11,0,9,9,1,0,3,1,4,0,2,31
" 3,421 ",11,0,107,-32,0,-2,0,-3,-26,0,46,-1
" 3,422 ",10,0,120,11,2,1,3,0,-17,0,63,0
" 3,423 ",10,0,222,20,13,5,3,0,86,1,144,-2
" 3,424 ",10,0,174,8,0,0,0,0,81,2,-544,0
" 3,425 ",10,0,211,-1,0,0,0,0,55,-1,-1982,-1
" 3,426 ",11,0,154,21,3,2,3,3,120,0,17,0
" 3,427 ",11,0,91,-41,0,-2,0,-3,-78,-6,34,2
" 3,428 ",4,0,0,-50,0,0,0,0,2,-2,13,4
" 3,429 ",11,0,174,-21,0,-3,0,-3,10,0,21,0
" 3,430 ",11,0,114,10,0,-1,0,-3,3,0,-85,6
" 3,431 ",11,0,88,16,0,0,0,0,35,0,14,-59
" 3,432 ",10,0,13,8,0,0,0,0,21,0,1,0
" 3,433 ",9,0,44,-12,1,1,3,3,-9,0,36,6
" 3,434 ",11,0,167,-12,0,0,0,0,4,-1,-510,5
" 3,435 ",11,0,52,40,0,0,0,0,0,0,-4,31
" 3,436 ",11,0,50,35,0,0,0,0,2,0,-7,31
" 3,437 ",11,0,0,0,0,0,0,0,0,0,0,31
" 3,438 ",11,0,112,-1,0,0,0,0,25,-1,-21,3
" 3,439 ",11,0,51,-6,0,0,0,0,0,0,20,31
" 3,440 ",9,0,82,-36,0,0,0,0,-1,-1,188,-6
" 3,441 ",9,0,26,-24,0,0,0,0,-1,0,95,-3
" 3,442 ",11,0,21,21,0,0,0,0,4,0,-12,31
" 3,443 ",7,0,144,-19,3,3,3,3,1,-3,-214,4
" 3,444 ",3,0,0,0,0,0,0,0,0,0,0,0
" 3,445 ",9,0,145,26,1,1,3,3,16,2,106,8
" 3,446 ",2,0,0,0,0,0,0,0,0,0,0,0
" 3,447 ",11,0,137,-12,1,-2,2,-1,66,0,118,-1
" 3,448 ",11,0,46,-29,0,0,0,0,-8,0,-1675,5
" 3,449 ",11,0,0,0,0,0,0,0,0,0,0,31
" 3,450 ",1,0,0,0,0,0,0,0,0,0,0,0
" 3,451 ",11,0,108,-11,3,-5,3,0,-11,-1,-128,-8
" 3,452 ",11,0,29,29,0,0,0,0,8,0,0,31
" 3,453 ",7,0,150,67,3,3,3,3,50,0,7,4
" 3,454 ",11,0,146,30,3,-2,3,0,9,-1,4658,-16
" 3,455 ",8,0,2,0,0,0,0,0,0,0,0,-4
" 3,456 ",11,0,32,10,1,1,3,3,61,0,0,2
" 3,457 ",1,0,0,0,0,0,0,0,0,0,0,0
" 3,458 ",11,0,125,-5,0,-1,0,-3,21,-4,32,-1
" 3,459 ",10,0,104,22,0,0,0,0,-2,1,183,2
" 3,460 ",11,0,5,5,0,0,0,0,2,0,-2,31
" 3,461 ",2,0,0,0,0,0,0,0,0,0,0,0
" 3,462 ",8,0,197,0,2,-1,3,-1,30,0,-1654,0
" 3,463 ",11,0,121,20,3,-1,3,0,513,1,-59,0
" 3,464 ",11,0,140,1,0,0,0,0,2,0,-603,0
" 3,465 ",10,0,182,10,0,0,0,0,61,-2,-13,0
" 3,466 ",7,0,38,2,0,0,0,0,-1,0,1,18
" 3,467 ",11,0,61,16,0,0,0,0,-3,0,-2,-74
" 3,468 ",11,0,131,15,3,-1,3,0,17,2,835,-99
" 3,469 ",11,0,118,-45,0,0,0,0,-18,-2,-188,-1
" 3,470 ",10,0,145,-11,0,0,0,0,30,-1,-1024,4
" 3,471 ",10,0,124,-17,2,2,3,3,64,-1,5,4
" 3,472 ",11,0,50,-1,0,0,0,0,5,0,-88,21
" 3,473 ",11,0,164,11,1,-2,3,0,29,3,-239,0
" 3,474 ",11,0,14,0,0,0,0,0,0,0,-2,31
" 3,475 ",1,0,0,0,0,0,0,0,0,0,0,0
" 3,476 ",10,0,177,-9,3,-1,3,0,6,0,258,0
" 3,477 ",11,0,102,16,0,0,0,0,-4,0,-1722,-2
" 3,478 ",6,0,82,31,0,-1,0,-3,1,0,0,3
" 3,479 ",6,0,178,-2,3,-2,3,0,69,0,227,0
" 3,480 ",10,0,130,-15,1,0,3,0,-23,0,1727,-1
" 3,481 ",10,0,34,-51,0,0,0,0,-32,0,279,6
" 3,482 ",11,0,149,10,1,0,3,0,-1,-2,-35,0
" 3,483 ",11,0,70,-14,0,-1,0,-3,-9,0,40,8
" 3,484 ",11,0,131,36,0,0,0,0,4,1,-12,-1
" 3,485 ",10,0,112,-29,0,0,0,0,-15,-4,548,-1
" 3,486 ",11,0,96,-41,2,1,3,0,-1,-6,14,7
" 3,487 ",11,1,22,-9,0,0,0,0,0,0,-11,31
" 3,488 ",11,0,46,11,0,-6,0,-3,25,0,-41,-3
" 3,489 ",10,0,204,22,0,-1,0,-3,89,-2,534,-1
" 3,490 ",11,0,46,0,0,0,0,0,1,0,-94,-19
" 3,491 ",11,0,0,0,0,0,0,0,0,0,0,31
" 3,492 ",11,1,120,-12,0,0,0,0,11,-1,31,3
" 3,493 ",9,0,111,-34,0,0,0,0,-27,0,117,0
" 3,494 ",11,1,141,-12,0,0,0,0,-1,0,85,4
" 3,495 ",10,0,120,36,0,0,0,0,17,1,-110,-4
" 3,496 ",5,0,76,13,0,0,0,0,84,0,180,-1
" 3,497 ",10,0,85,-24,0,0,0,0,-1,0,13,5
" 3,498 ",3,0,0,0,0,0,0,0,4,0,0,0
" 3,499 ",11,0,207,3,2,-4,3,0,93,1,15,0
" 3,500 ",10,0,61,0,0,0,0,0,14,0,-6,2
" 3,501 ",11,0,105,24,0,0,0,0,7,-1,-163,22
" 3,502 ",10,0,136,6,0,0,0,0,-12,0,-257,-1
" 3,503 ",11,0,201,-6,0,-4,0,-3,35,6,608,0
" 3,504 ",11,0,3,-50,0,0,0,0,0,0,0,14
" 3,505 ",9,0,150,-35,0,0,0,0,-26,6,607,0
" 3,506 ",10,0,58,-9,0,0,0,0,6,0,66,5
" 3,507 ",11,0,105,-37,0,-5,0,-3,-1,-2,-29,-1
" 3,508 ",11,0,123,45,0,0,0,0,4,1,-203,-1
" 3,509 ",11,0,189,-18,1,-5,3,0,26,-1,3507,0
" 3,510 ",11,0,153,9,0,0,0,0,5,-1,5298,0
" 3,511 ",11,0,145,12,0,0,0,0,11,-1,-2658,-10
" 3,512 ",11,0,142,-22,0,-1,0,-2,17,0,469,1
" 3,513 ",8,0,22,0,1,1,3,3,-11,0,-1,4
" 3,514 ",10,0,69,9,0,0,0,0,0,0,2,-26
" 3,515 ",7,0,122,-5,1,1,3,3,31,0,47,0
" 3,516 ",9,0,200,0,1,1,3,3,66,-8,-28,-1
" 3,517 ",11,0,103,22,7,4,3,0,17,-3,-31,2
" 3,518 ",10,0,190,2,1,-5,3,0,-5,-4,-886,-1
" 3,519 ",10,0,191,48,4,2,3,0,-3,2,379,-1
" 3,520 ",10,0,135,-18,0,0,0,0,34,0,234,-2
" 3,521 ",10,0,57,0,0,0,0,0,-1,0,-44,16
" 3,522 ",10,0,17,-5,0,0,0,0,1,0,0,-47
" 3,523 ",10,0,59,-15,0,0,0,0,2,0,-312,5
" 3,524 ",8,0,21,-3,1,-1,3,0,33,0,-324,0
" 3,525 ",10,0,41,-36,0,-1,0,-3,3,-1,15,5
" 3,526 ",11,0,0,0,0,0,0,0,0,0,-4,31
" 3,527 ",11,0,92,0,0,-1,0,-3,-11,0,-28,-42
" 3,528 ",11,0,126,-1,0,0,0,0,0,0,-233,2
" 3,529 ",8,0,95,-5,0,-1,0,-3,-12,0,-10,-2
" 3,530 ",9,0,31,7,0,0,0,0,-2,0,-1,-18
" 3,531 ",10,0,43,-1,0,0,0,0,2,0,-45,31
" 3,532 ",11,0,121,-21,0,-2,0,-3,22,0,68,-2
" 3,533 ",9,0,180,-22,2,-1,3,0,33,0,29,-1
" 3,534 ",11,0,162,1,0,-1,0,-3,5,0,-8,0
" 3,535 ",10,0,172,1,0,0,0,0,9,-2,-259,0
" 3,536 ",11,0,0,0,0,0,0,0,0,0,-1,31
" 3,537 ",8,0,159,-28,1,1,3,3,23,2,109,0
" 3,538 ",10,0,167,-27,0,0,0,0,15,1,-33,0
" 3,539 ",10,0,115,-17,1,1,3,3,-27,-9,15,0
" 3,540 ",10,0,200,-1,0,0,0,0,28,0,690,1
" 3,541 ",9,0,48,-11,0,0,0,0,-5,0,-14,-56
" 3,542 ",11,0,0,0,0,0,0,0,0,0,0,31
" 3,543 ",10,0,62,-38,0,0,0,0,11,-2,-126,20
" 3,544 ",11,0,120,-10,0,-1,0,-3,-1,0,12,10
" 3,545 ",11,0,0,0,0,0,0,0,0,0,0,31
" 3,546 ",11,0,124,-15,1,1,3,3,-12,-6,-150,0
" 3,547 ",10,0,176,9,1,1,2,2,99,-9,2571,0
" 3,548 ",11,0,0,0,0,0,0,0,0,0,65,31
" 3,549 ",10,0,47,34,0,0,0,0,0,0,-3,31
" 3,550 ",10,0,174,2,1,0,4,2,45,-3,-43,0
" 3,551 ",10,0,219,-2,2,-1,3,0,90,1,-1163,-3
" 3,552 ",10,0,133,78,0,0,0,0,167,7,-97,7
" 3,553 ",10,0,95,-1,7,7,3,3,43,0,-74,-8
" 3,554 ",10,0,29,0,0,0,0,0,1,0,1,2
" 3,555 ",9,0,87,-49,0,-8,0,-3,-24,0,-728,1
" 3,556 ",11,0,153,4,1,0,3,0,102,1,127,0
" 3,557 ",10,0,177,-2,0,0,0,0,-5,-2,265,0
" 3,558 ",10,1,141,-6,1,1,0,0,-1,-6,-333,-1
" 3,559 ",10,0,135,46,0,0,0,0,28,1,-3,3
" 3,560 ",11,0,45,-7,0,0,0,0,212,0,14,0
" 3,561 ",10,0,201,73,0,-1,0,-3,122,5,19,0
" 3,562 ",10,0,172,0,0,-3,0,-3,7,3,-105,-13
" 3,563 ",5,0,56,-66,1,1,3,3,-22,-6,-227,0
" 3,564 ",10,0,100,46,0,0,0,0,21,1,-4,-15
" 3,565 ",11,0,105,-8,0,0,0,0,-24,0,1222,0
" 3,566 ",10,0,209,3,0,0,0,0,50,3,-1733,4
" 3,567 ",11,0,98,36,0,0,0,0,-8,2,-13,-22
" 3,568 ",11,0,75,-10,1,1,3,3,8,0,-22,0
" 3,569 ",9,1,0,-45,0,0,0,0,-15,0,-961,9
" 3,570 ",9,0,112,1,1,1,3,3,19,1,-317,-4
" 3,571 ",10,0,93,-11,0,0,0,0,2,-4,15,-8
" 3,572 ",10,0,161,13,0,-1,0,-3,31,0,2215,-1
" 3,573 ",11,0,162,-24,0,-3,0,-3,-9,-2,-21,4
" 3,574 ",10,0,219,22,0,0,0,0,46,-6,100,0
" 3,575 ",10,0,179,-6,1,-1,3,0,6,-5,41,0
" 3,576 ",10,0,154,42,0,0,0,0,3,3,2175,-8
" 3,577 ",11,0,88,-90,0,0,0,0,-2,-3,-120,0
" 3,578 ",11,0,75,-4,0,-1,0,-2,48,0,-1,0
" 3,579 ",10,0,83,20,0,-1,0,-3,-13,1,-445,0
" 3,580 ",11,0,177,21,2,-2,2,-1,45,-1,-44,3
" 3,581 ",11,0,0,-9,0,0,0,0,-1,0,0,-106
" 3,582 ",11,0,57,-20,0,-3,0,-3,-37,0,68,0
" 3,583 ",10,0,5,0,1,1,3,3,-1,0,0,-102
" 3,584 ",10,1,14,0,0,0,0,0,0,0,4,31
" 3,585 ",10,0,57,0,0,0,0,0,3,0,-134,10
" 3,586 ",10,0,159,38,0,0,0,0,0,2,-242,0
" 3,587 ",11,0,111,27,0,-2,0,-3,-9,1,692,3
" 3,588 ",11,0,90,4,0,0,0,0,-29,-1,-37,5
" 3,589 ",6,0,144,2,0,-2,0,-3,-3,0,91,-1
" 3,590 ",11,0,177,2,0,0,0,0,19,0,-178,0
" 3,591 ",11,0,60,-1,0,0,0,0,45,0,-9,-1
" 3,592 ",10,0,139,-16,0,0,0,0,-10,-1,69,0
" 3,593 ",7,0,23,-12,0,0,0,0,-5,0,-83,10
" 3,594 ",10,0,52,-15,0,0,0,0,-4,0,465,0
" 3,595 ",11,0,143,-3,4,1,3,0,-3,-2,-206,0
" 3,596 ",10,0,178,3,2,1,3,0,67,0,-650,0
" 3,597 ",9,0,88,21,5,5,3,3,114,0,-95,-1
" 3,598 ",10,0,0,0,0,0,0,0,0,0,0,31
" 3,599 ",10,0,0,0,0,0,0,0,-1,0,-1,2
" 3,600 ",10,0,0,0,0,0,0,0,0,0,0,31
" 3,601 ",7,0,117,31,1,-1,3,0,65,4,-1,-1
" 3,602 ",3,0,10,10,0,0,0,0,18,0,0,0
" 3,603 ",3,0,66,66,0,0,0,0,72,0,0,0
" 3,604 ",9,1,0,-78,0,0,0,0,-4,-2,-915,3
" 3,605 ",10,0,208,-14,2,0,3,0,91,-9,-168,0
" 3,606 ",10,0,104,8,2,1,3,0,73,0,-36,-1
" 3,607 ",10,0,163,36,1,1,2,2,-3,1,-420,-2
" 3,608 ",10,0,73,-25,0,0,0,0,-11,0,-2060,-1
" 3,609 ",10,0,188,15,2,-1,3,0,67,0,-113,-1
" 3,610 ",10,0,94,-57,0,0,0,0,-22,-1,-157,0
" 3,611 ",10,0,188,16,2,1,3,0,152,8,70,0
" 3,612 ",9,0,145,50,0,0,0,0,110,0,8,0
" 3,613 ",8,0,0,0,0,0,0,0,0,0,0,31
" 3,614 ",10,0,139,-40,1,0,3,0,49,-4,-625,0
" 3,615 ",10,0,38,-47,0,0,0,0,-4,-2,-10,-3
" 3,616 ",10,0,130,0,0,0,0,0,10,0,-580,1
" 3,617 ",9,0,16,-70,0,0,0,0,-3,-1,-29,-18
" 3,618 ",9,0,90,15,0,0,0,0,3,0,15,23
" 3,619 ",10,0,91,15,0,0,0,0,-1,0,0,0
" 3,620 ",10,0,63,-10,0,-6,0,-3,-26,0,-5,2
" 3,621 ",9,0,126,5,0,0,0,0,-10,0,1009,5
" 3,622 ",9,0,92,-36,0,0,0,0,-4,-1,-18,-3
" 3,623 ",10,0,0,0,0,0,0,0,0,0,1,31
" 3,624 ",10,0,160,-6,0,-2,0,-3,12,-2,-372,0
" 3,625 ",10,0,137,-3,0,0,0,0,-2,-2,0,13
" 3,626 ",8,1,96,7,0,0,0,0,-8,0,124,-8
" 3,627 ",10,0,175,20,2,-1,3,0,-19,0,-883,0
" 3,628 ",10,0,181,-2,1,1,3,3,28,0,126,0
" 3,629 ",10,0,79,-13,0,0,0,0,-67,-5,0,0
" 3,630 ",10,0,27,25,0,0,0,0,2,0,0,31
" 3,631 ",10,0,64,-10,0,0,0,0,13,0,-43,-5
" 3,632 ",10,0,3,3,0,0,0,0,0,0,-15,31
" 3,633 ",10,0,215,26,6,5,3,0,46,0,-2,0
" 3,634 ",10,0,51,-15,2,1,3,1,3,0,-69,10
" 3,635 ",9,0,116,11,0,0,0,0,70,1,-6,0
" 3,636 ",10,0,126,-26,1,0,3,0,22,0,482,-1
" 3,637 ",9,0,160,51,1,1,2,2,4,1,28,2
" 3,638 ",10,0,33,32,0,0,0,0,-4,0,0,1
" 3,639 ",10,0,73,-6,0,0,0,0,-12,0,-4,-2
" 3,640 ",7,0,137,11,1,-3,3,0,7,-1,1395,-56
" 3,641 ",10,0,151,26,0,0,0,0,42,1,2,0
" 3,642 ",10,0,57,0,0,0,0,0,-5,0,-2,2
" 3,643 ",10,0,109,-53,0,-1,0,-3,34,-1,504,-1
" 3,644 ",10,0,57,-10,0,0,0,0,-7,0,-35,-11
" 3,645 ",10,0,64,-39,0,0,0,0,-4,0,-471,-3
" 3,646 ",9,0,68,0,0,0,0,0,13,8,-60,0
" 3,647 ",9,0,15,-15,0,0,0,0,-4,0,161,-72
" 3,648 ",10,0,109,0,0,0,0,0,-3,0,573,11
" 3,649 ",10,0,193,5,0,-1,0,-3,52,1,80,0
" 3,650 ",10,0,162,-7,1,0,3,0,20,0,46,0
" 3,651 ",9,0,109,-11,0,-1,0,-3,9,0,26,1
" 3,652 ",9,0,139,-4,0,-4,0,-4,45,0,128,0
" 3,653 ",10,0,110,0,1,-1,3,0,13,0,6,3
" 3,654 ",8,0,178,-17,0,-3,0,-3,54,10,156,-5
" 3,655 ",9,0,0,0,0,0,0,0,0,0,1,31
" 3,656 ",10,0,83,40,0,0,0,0,2,5,0,1
" 3,657 ",8,0,89,-69,2,2,3,3,37,-1,5,-3
" 3,658 ",9,0,136,-2,0,0,0,0,166,1,315,0
" 3,659 ",9,0,181,12,0,-4,0,-3,-17,-2,298,0
" 3,660 ",8,0,98,52,1,1,3,3,4,2,32,3
" 3,661 ",8,0,174,-7,0,-2,0,-3,21,-2,783,0
" 3,662 ",9,0,109,-46,0,-1,0,-3,-14,-1,52,3
" 3,663 ",10,0,164,4,3,-5,3,0,27,7,234,-1
" 3,664 ",10,0,218,27,0,0,0,0,12,1,-219,0
" 3,665 ",10,0,8,0,1,1,3,3,2,0,-6,3
" 3,666 ",9,0,123,13,0,0,0,0,7,-2,-2,-1
" 3,667 ",10,0,64,4,2,0,3,0,76,0,0,0
" 3,668 ",7,1,73,-61,0,-2,0,-3,-16,-2,21,-1
" 3,669 ",10,0,6,-6,0,0,0,0,29,0,0,4
" 3,670 ",10,1,117,16,0,0,0,0,93,-1,55,0
" 3,671 ",10,0,0,-40,0,0,0,0,0,0,6,31
" 3,672 ",10,0,248,6,2,-7,3,0,94,3,1125,0
" 3,673 ",10,0,177,-6,2,2,3,3,58,-1,1526,0
" 3,674 ",9,0,139,38,0,0,0,0,7,1,73,6
" 3,675 ",9,0,113,5,0,-2,0,-3,41,0,-362,6
" 3,676 ",9,0,56,-2,0,0,0,0,-4,0,-16,0
" 3,677 ",9,0,71,1,0,0,0,0,9,0,-248,6
" 3,678 ",6,0,126,4,5,3,3,0,-10,-1,-26,2
" 3,679 ",10,0,141,6,3,2,3,1,123,0,-90,0
" 3,680 ",10,0,140,27,1,1,3,3,1,2,56,-1
" 3,681 ",2,0,0,0,0,0,0,0,0,0,0,0
" 3,682 ",5,1,73,26,5,5,3,3,98,0,36,-6
" 3,683 ",10,0,136,-40,1,1,0,0,-18,-1,-156,-2
" 3,684 ",10,0,59,-17,0,0,0,0,4,0,162,3
" 3,685 ",10,0,176,-5,0,0,0,0,-5,-10,5483,5
" 3,686 ",10,0,70,-13,1,1,3,3,4,-2,1,-126
" 3,687 ",7,0,152,70,1,1,2,2,16,0,65,3
" 3,688 ",10,0,131,-34,0,-1,0,-3,1,-1,-596,0
" 3,689 ",9,0,153,55,0,-1,0,-3,27,0,-21,1
" 3,690 ",10,0,110,0,1,1,3,3,-1,0,0,3
" 3,691 ",10,0,0,0,1,1,3,3,0,0,0,31
" 3,692 ",9,0,55,-12,0,-1,0,-3,-4,0,23,11
" 3,693 ",9,0,67,17,0,-1,0,-3,-1,0,-1,13
" 3,694 ",10,0,21,0,0,-4,0,-3,-4,0,2,2
" 3,695 ",9,0,29,11,0,0,0,0,5,0,0,-82
" 3,696 ",5,0,0,0,0,0,0,0,-6,0,3,12
" 3,697 ",9,0,155,28,0,0,0,0,8,30,-51,1
" 3,698 ",10,0,88,-2,0,0,0,0,0,0,-107,-1
" 3,699 ",10,0,67,36,0,0,0,0,26,1,5,16
" 3,700 ",6,0,187,9,0,0,0,0,4,1,1333,2
" 3,701 ",10,0,120,16,1,1,3,3,2,-4,1181,4
" 3,702 ",10,0,89,-13,0,0,0,0,-38,2,17,-6
" 3,703 ",7,0,177,-2,0,-4,0,-3,-15,10,95,3
" 3,704 ",6,0,143,91,1,-2,3,0,4,1,-4,-15
" 3,705 ",10,0,95,-67,2,0,3,1,8,-5,-48,-2
" 3,706 ",10,0,142,-7,0,0,0,0,1,5,-2068,0
" 3,707 ",9,0,198,32,0,0,0,0,32,5,46,-2
" 3,708 ",1,0,0,0,0,0,0,0,0,0,0,0
" 3,709 ",9,0,170,-2,0,-1,0,-3,-14,-2,27,-2
" 3,710 ",10,0,55,-11,0,0,0,0,1,0,0,0
" 3,711 ",10,0,145,36,4,2,3,0,37,1,-199,0
" 3,712 ",9,0,129,70,0,0,0,0,122,5,92,31
" 3,713 ",9,0,219,-11,1,-2,2,-1,6,-2,603,0
" 3,714 ",10,0,0,0,0,0,0,0,0,0,2,31
" 3,715 ",10,0,65,58,0,0,0,0,4,1,0,30
" 3,716 ",10,0,83,-29,0,-1,0,-3,-18,-4,-3,-3
" 3,717 ",10,0,157,49,6,2,3,-1,175,2,-482,0
" 3,718 ",7,0,78,24,0,0,0,0,1,0,11,9
" 3,719 ",9,0,44,2,0,-1,0,-3,1,0,0,-3
" 3,720 ",10,0,74,-31,0,0,0,0,-11,0,27,12
" 3,721 ",10,0,125,-5,0,0,0,0,1,-5,1860,1
" 3,722 ",8,0,126,-8,1,-5,2,-1,-45,3,268,0
" 3,723 ",8,0,0,0,0,0,0,0,0,0,0,31
" 3,724 ",10,0,0,-56,0,0,0,0,-9,-5,34,-4
" 3,725 ",10,0,30,0,0,0,0,0,8,0,14,2
" 3,726 ",9,1,13,-21,0,-4,0,-3,-50,0,-360,4
" 3,727 ",10,0,140,-4,0,-1,0,-2,-8,-3,-76,0
" 3,728 ",10,0,124,-45,0,0,0,0,3,5,9,0
" 3,729 ",9,0,126,-8,0,0,0,0,0,0,-46,5
" 3,730 ",10,0,178,1,3,2,3,3,38,1,164,0
" 3,731 ",9,0,125,10,2,0,3,0,15,0,75,0
" 3,732 ",9,0,189,12,1,1,3,3,21,5,-678,0
" 3,733 ",9,0,113,1,4,0,3,0,-19,0,-312,-1
" 3,734 ",9,0,0,0,0,0,0,0,0,0,-5,31
" 3,735 ",10,0,36,15,0,0,0,0,6,0,-7,-46
" 3,736 ",10,0,166,-3,1,-1,3,-1,-62,-7,1073,0
" 3,737 ",10,0,0,0,0,0,0,0,0,0,0,30
" 3,738 ",10,0,105,16,0,0,0,0,111,2,171,-10
" 3,739 ",7,0,117,-31,1,-4,3,0,24,1,-5,3
" 3,740 ",10,0,201,-18,0,-5,0,-3,85,-1,-233,0
" 3,741 ",10,0,63,-25,0,0,0,0,-7,0,589,3
" 3,742 ",10,0,79,1,0,0,0,0,0,0,-98,3
" 3,743 ",10,0,109,-20,0,-2,0,-3,24,-1,122,0
" 3,744 ",10,0,55,0,0,0,0,0,-11,0,21,17
" 3,745 ",9,0,197,15,2,1,3,0,159,0,-185,0
" 3,746 ",10,0,73,-27,0,0,0,0,5,-2,28,6
" 3,747 ",10,0,104,40,0,-2,0,-3,28,0,-53,2
" 3,748 ",5,0,140,35,5,-5,3,0,31,-4,12,2
" 3,749 ",10,0,157,59,4,3,3,3,76,-3,5,-2
" 3,750 ",10,0,221,75,0,0,0,0,37,8,97,0
" 3,751 ",9,0,15,-10,0,0,0,0,0,0,2,31
" 3,752 ",10,0,112,-11,2,-3,3,0,31,0,30,-3
" 3,753 ",10,0,151,2,0,0,0,0,22,1,-73,0
" 3,754 ",10,0,149,22,7,5,3,0,-38,1,175,1
" 3,755 ",10,0,132,1,1,-8,3,0,7,0,13,0
" 3,756 ",10,0,36,-37,0,0,0,0,14,-1,26,3
" 3,757 ",10,0,142,-15,1,-2,3,0,17,-1,-82,0
" 3,758 ",10,0,69,-41,0,0,0,0,-3,0,638,3
" 3,759 ",10,0,27,-10,0,0,0,0,1,0,39,-63
" 3,760 ",10,0,94,-3,0,-1,0,-3,30,2,218,-10
" 3,761 ",10,0,76,0,1,1,3,3,-2,0,-4,1
" 3,762 ",10,0,98,60,0,0,0,0,4,1,-56,31
" 3,763 ",10,0,99,13,0,0,0,0,36,0,-24,-13
" 3,764 ",9,0,58,36,0,0,0,0,8,1,-16,1
" 3,765 ",10,0,82,-2,0,0,0,0,-9,0,60,-1
" 3,766 ",10,0,2,-14,0,0,0,0,0,0,-93,31
" 3,767 ",9,0,0,0,0,0,0,0,0,0,0,31
" 3,768 ",9,0,92,-15,0,-2,0,-3,-51,-4,1659,0
