ID,Longevity - Months,Churn,Happiness Index - Current Month,Happiness Index - Change,Support Cases - Current Month,Support Cases - Change,Support Priority - Current Month,Support Priority - Change,Logins - Change,Blogs - Change,Views - Change,Days Since Last Login - Change
2894,24,0,157,-3,0,0,0,0,5,0,-209,-1
2895,25,0,183,5,0,0,0,0,85,4,-315,0
2896,23,0,66,15,0,0,0,0,1,0,-36,23
2897,24,0,130,33,2,2,3,3,35,2,39,0
2898,25,0,197,71,0,0,0,0,23,3,66,25
2899,24,0,125,46,1,0,3,0,23,1,17,0
2900,25,0,60,0,0,0,0,0,0,0,-38,31
2901,24,1,30,1,0,0,0,0,0,0,13,31
2902,25,0,72,-93,0,-2,0,-3,-16,-2,-35,5
2903,23,0,106,-2,0,0,0,0,4,0,18,0
2904,25,0,123,34,0,0,0,0,20,1,39,14
2905,23,0,95,-75,1,-1,3,0,12,-1,-14,-1
2906,21,0,78,-37,0,0,0,0,-14,-1,-31,8
2907,24,0,85,-65,0,-1,0,-3,10,-2,-56,0
2908,11,0,133,35,0,0,0,0,17,1,-29,-5
2909,21,0,173,-3,0,0,0,0,7,3,-21,13
2910,25,0,151,0,0,-1,0,-3,0,0,230,-1
2911,14,0,166,28,1,1,3,3,12,4,3,0
2912,24,0,58,-43,0,0,0,0,-1,0,-5797,-11
2913,25,0,137,8,1,1,3,3,27,0,3445,0
2914,24,0,87,43,0,0,0,0,14,1,-4,-24
2915,25,0,0,0,0,0,0,0,0,0,-4,31
2916,24,0,130,-1,0,0,0,0,-6,0,311,0
2917,21,0,34,-35,0,0,0,0,-1,0,22,10
2918,23,0,0,0,0,0,0,0,0,0,-14,31
2919,22,0,115,7,0,-1,0,-3,-6,-2,34,0
2920,14,0,113,19,0,0,0,0,3,1,10,3
2921,24,1,13,-52,0,0,0,0,-1,0,20,22
2922,24,0,118,-12,0,0,0,0,-3,0,-406,4
2923,25,0,0,-19,0,0,0,0,0,0,15,31
2924,24,0,120,-16,0,-1,0,-3,21,0,4,-2
2925,22,0,0,-1,0,0,0,0,0,0,-70,31
2926,23,0,220,11,1,1,3,3,54,2,-357,0
2927,19,1,0,0,0,0,0,0,0,0,0,31
2928,24,0,0,-24,0,0,0,0,-12,0,48,4
2929,24,0,94,25,0,0,0,0,-10,0,237,-27
2930,2,0,0,0,0,0,0,0,0,0,0,0
2931,24,0,107,-58,0,0,0,0,-8,-2,-31,-1
2932,24,0,119,-2,0,0,0,0,-2,0,-90,-14
2933,24,0,93,-20,0,0,0,0,-1,0,-3235,0
2934,12,0,25,-10,3,2,3,0,-2,0,0,0
2935,24,0,153,62,1,1,3,3,44,1,110,17
2936,24,0,84,16,1,1,3,3,8,0,-16,-4
2937,24,0,107,-65,0,-1,0,-3,-41,-3,140,0
2938,23,0,90,-4,0,0,0,0,4,0,23,31
2939,24,0,139,-1,0,0,0,0,10,0,0,4
2940,24,1,81,-16,0,0,0,0,9,0,297,-13
2941,23,0,43,11,0,0,0,0,-2,0,13,-45
2942,23,0,193,5,0,0,0,0,31,4,147,-1
2943,24,0,49,10,0,0,0,0,1,0,0,-127
2944,24,0,123,10,1,1,2,2,-1,0,225,3
2945,23,0,143,35,2,1,3,0,29,2,-209,1
2946,24,0,77,-47,0,0,0,0,-6,-1,-51,-93
2947,23,0,96,83,1,1,3,3,44,4,10,31
2948,24,0,63,-14,0,0,0,0,-4,-2,-1,8
2949,24,0,116,-19,1,1,3,3,6,0,191,0
2950,24,1,20,-39,0,0,0,0,0,0,-42,31
2951,24,0,113,-1,0,0,0,0,-3,0,-511,-10
2952,23,0,109,-10,0,0,0,0,11,0,-347,9
2953,24,0,225,0,1,1,3,3,98,-1,111,0
2954,24,0,196,-12,0,0,0,0,-22,-1,1404,0
2955,11,0,105,-25,0,-1,0,-3,-7,0,52,0
2956,24,0,244,30,1,1,3,3,74,3,-52,0
2957,23,0,70,21,0,0,0,0,6,0,18,31
2958,24,0,1,0,0,0,0,0,0,0,-88,31
2959,17,0,109,-9,0,0,0,0,0,-3,-76,0
2960,23,0,91,1,1,1,3,3,14,0,-40,2
2961,23,0,57,4,0,0,0,0,-18,0,12,-20
2962,23,0,48,-35,0,0,0,0,-8,0,-400,9
2963,22,0,88,0,0,0,0,0,5,0,-10,4
2964,23,0,173,-8,0,0,0,0,3,-1,1077,-1
2965,24,0,110,68,0,0,0,0,62,0,-20,31
2966,24,0,65,0,0,0,0,0,2,0,0,-16
2967,24,0,174,2,0,-1,0,-3,49,2,25,0
2968,24,0,88,9,0,0,0,0,45,0,-14,0
2969,23,0,109,3,1,0,3,0,2,-1,109,2
2970,14,0,196,0,0,-2,0,-3,6,0,-494,0
2971,23,0,115,-15,0,-1,0,-3,0,-1,-13,14
2972,12,0,84,8,0,0,0,0,12,0,-765,4
2973,23,0,179,20,3,3,3,3,69,0,184,-1
2974,24,0,66,10,0,0,0,0,11,0,19,-32
2975,24,0,105,29,0,0,0,0,50,0,34,0
2976,23,0,24,0,0,0,0,0,0,0,-105,31
2977,24,0,117,7,1,0,3,0,9,0,16,3
2978,23,0,201,36,1,1,4,4,39,3,176,0
2979,24,1,131,-4,0,-1,0,-3,1,-1,178,-1
2980,21,0,154,-4,0,-1,0,-3,52,0,-18,0
2981,14,0,87,-12,0,0,0,0,-6,0,602,-20
2982,24,0,208,-4,0,-1,0,-3,-15,-1,1096,-8
2983,21,0,104,-29,2,-1,3,0,-9,-2,18,1
2984,11,0,0,0,0,0,0,0,0,0,0,31
2985,23,0,74,22,0,0,0,0,8,0,-12,31
2986,24,0,25,0,0,0,0,0,0,0,-12,31
2987,23,0,155,41,0,-2,0,-3,33,2,17,0
2988,23,0,197,9,2,-1,3,0,-14,2,260,0
2989,23,0,154,9,0,0,0,0,37,3,-220,-18
2990,23,0,178,17,0,0,0,0,4,2,81,-1
2991,24,0,23,-34,0,0,0,0,-6,0,-8,-57
2992,23,0,169,37,1,-1,3,0,-3,-1,0,4
2993,24,0,55,0,0,0,0,0,4,0,3,30
2994,24,0,59,-9,0,0,0,0,2,0,-177,31
2995,24,0,115,-3,0,0,0,0,5,2,11,-4
2996,19,0,206,1,6,2,3,0,-5,-4,349,0
2997,24,0,121,-31,0,-1,0,-3,-8,-1,470,3
2998,24,0,90,-5,0,0,0,0,2,0,-1,23
2999,3,0,0,0,0,0,0,0,0,0,0,0
3000,23,0,194,39,0,0,0,0,63,2,-331,0
3001,24,0,85,9,0,0,0,0,-1,0,136,6
3002,24,0,38,0,0,0,0,0,-1,0,-36,-10
3003,23,0,88,-19,0,0,0,0,-9,0,72,0
3004,24,1,112,16,1,1,3,3,11,0,143,0
3005,20,0,53,34,0,0,0,0,12,0,-51,31
3006,24,0,94,-38,0,0,0,0,-10,0,388,-11
3007,24,0,109,-13,0,0,0,0,-2,-2,-155,2
3008,22,0,131,0,0,-1,0,-3,-13,0,908,0
3009,24,0,197,-2,7,3,3,0,36,0,205,-1
3010,24,0,71,-61,0,0,0,0,-14,-2,-926,0
3011,24,0,55,-2,0,0,0,0,0,0,21,31
3012,23,0,73,-36,0,0,0,0,8,-1,-205,1
3013,24,1,71,1,1,1,3,3,10,1,0,-7
3014,24,0,148,15,0,0,0,0,11,0,-40,2
3015,8,0,133,3,0,-2,0,-3,68,3,57,1
3016,21,0,124,9,0,0,0,0,10,0,-85,0
3017,24,0,189,34,0,0,0,0,26,2,2050,-9
3018,22,0,96,0,0,0,0,0,10,0,141,-17
3019,23,0,173,5,5,1,3,0,96,0,-589,0
3020,11,0,169,0,0,0,0,0,8,1,-148,-11
3021,24,0,220,26,0,0,0,0,100,10,82,-1
3022,22,0,178,-9,2,2,3,3,36,2,-886,1
3023,19,0,103,14,0,0,0,0,4,0,57,-4
3024,24,0,58,39,0,0,0,0,0,0,-91,31
3025,24,0,113,-25,4,4,3,3,62,-1,-79,4
3026,23,0,56,15,0,0,0,0,-2,0,8,-121
3027,18,0,169,0,0,0,0,0,6,0,7,-1
3028,24,0,0,0,0,0,0,0,0,0,-4,31
3029,24,0,142,-36,0,0,0,0,19,-1,-83,13
3030,24,0,132,-38,0,0,0,0,-33,-3,-71,3
3031,23,0,145,-26,0,-1,0,-3,44,0,-79,-1
3032,23,0,215,-6,0,-1,0,-3,-52,-5,-61,1
3033,10,0,246,33,0,-1,0,0,0,-1,24,0
3034,22,0,136,1,2,2,3,3,35,0,22,0
3035,6,0,179,10,5,-14,3,0,-29,0,614,0
3036,24,0,136,-14,0,0,0,0,20,-2,-211,2
3037,22,0,82,-3,0,0,0,0,-2,0,-309,-78
3038,23,0,136,36,0,0,0,0,7,1,2,0
3039,22,0,71,35,1,1,3,3,4,0,-2,31
3040,23,0,96,-11,0,0,0,0,-5,0,-131,-4
3041,24,0,22,-25,0,0,0,0,0,0,1,31
3042,23,0,31,10,0,0,0,0,0,0,-207,31
3043,23,0,42,-15,0,0,0,0,4,0,4,31
3044,23,0,60,50,0,0,0,0,16,0,-25,31
3045,22,0,133,-6,2,-1,3,0,-51,0,5,0
3046,23,0,112,-1,0,0,0,0,-4,0,449,-30
3047,22,0,260,17,5,-4,3,0,113,-1,-4991,0
3048,23,0,211,14,0,-1,0,-3,80,1,-133,0
3049,22,1,34,26,0,0,0,0,4,0,2,31
3050,5,0,25,-35,0,0,0,0,-6,0,7,14
3051,21,0,246,-1,0,-1,0,-3,22,0,1042,-1
3052,23,0,86,-48,0,0,0,0,-14,-2,-191,0
3053,23,0,116,-10,0,0,0,0,-6,0,71,0
3054,23,0,159,27,0,0,0,0,-34,3,-13,-1
3055,22,0,0,0,0,0,0,0,0,0,0,30
3056,6,0,79,-33,1,-3,3,0,-29,0,41,1
3057,22,0,115,1,1,-5,3,0,-29,1,-4,0
3058,23,0,146,-24,1,0,3,0,-13,0,444,0
3059,23,0,65,0,0,0,0,0,38,0,124,0
3060,22,0,160,0,1,-2,3,0,-35,0,1007,-1
3061,20,0,172,-11,0,-2,0,-3,9,-1,-109,0
3062,20,0,0,0,0,0,0,0,0,0,-3,31
3063,18,1,63,-1,0,0,0,0,6,0,-1056,-45
3064,23,0,165,-15,0,0,0,0,28,-2,-270,5
3065,23,0,73,34,0,0,0,0,10,0,-201,31
3066,19,0,101,1,0,-2,0,-3,5,0,5,-2
3067,23,0,113,0,0,-3,0,-3,32,0,0,0
3068,19,1,104,0,0,0,0,0,-1,0,-9,2
3069,23,0,28,-2,0,0,0,0,4,0,0,1
3070,23,0,190,-15,6,5,3,0,90,118,1345,0
3071,23,0,200,3,0,0,0,0,16,3,-921,0
3072,23,0,16,16,0,0,0,0,2,0,-18,31
3073,23,0,72,-52,0,0,0,0,-46,0,-3045,0
3074,22,0,175,-13,1,0,3,0,-38,4,493,-1
3075,22,0,5,-15,0,0,0,0,0,0,-7,31
3076,22,0,183,1,7,5,3,0,32,5,119,1
3077,21,0,119,-16,0,0,0,0,-5,-3,-91,-4
3078,23,0,123,14,0,0,0,0,5,0,15,0
3079,3,0,53,53,0,0,0,0,26,4,0,0
3080,23,0,148,37,0,0,0,0,84,7,142,10
3081,21,0,81,19,0,0,0,0,6,0,-10,31
3082,23,0,105,-11,0,-1,0,-3,-18,-1,459,3
3083,23,0,130,15,0,0,0,0,26,1,-27,0
3084,20,0,175,-7,0,0,0,0,-10,4,54,0
3085,21,0,25,9,0,0,0,0,0,0,-25,31
3086,3,0,125,125,3,3,3,3,172,0,0,0
3087,23,0,5,-24,0,-2,0,0,-17,0,0,-114
3088,23,0,179,-26,0,0,0,0,-16,-2,282,0
3089,22,0,193,-1,1,1,3,3,18,-5,322,-1
3090,23,0,67,-25,0,0,0,0,4,0,20,-11
3091,23,1,15,-3,0,0,0,0,0,0,0,31
3092,20,0,202,2,0,0,0,0,20,2,-419,3
3093,23,0,113,10,2,2,3,3,16,0,-57,31
3094,23,0,132,-2,0,-1,0,-3,19,5,-11,0
3095,22,0,171,22,0,0,0,0,-5,-3,285,0
3096,23,0,104,-7,1,1,3,3,-3,0,27,-1
3097,3,0,0,0,0,0,0,0,2,0,0,0
3098,22,0,140,3,0,0,0,0,111,5,-6,2
3099,19,0,188,11,0,-3,0,-3,69,2,-194,0
3100,23,0,66,0,0,0,0,0,3,0,-101,13
3101,23,0,166,-9,0,0,0,0,29,0,650,0
3102,23,0,66,-42,0,0,0,0,-12,0,-134,1
3103,23,0,117,-44,0,-1,0,-3,-8,2,-44,0
3104,23,0,93,19,0,0,0,0,8,0,18,5
3105,23,0,97,-52,0,0,0,0,0,-1,231,0
3106,23,0,62,3,0,0,0,0,0,0,20,31
3107,23,0,44,-1,0,0,0,0,0,0,-128,31
3108,23,0,144,0,0,0,0,0,9,0,-170,1
3109,22,0,37,0,1,1,3,3,6,0,12,-9
3110,23,0,134,-10,0,-2,0,-3,1,0,-94,-2
3111,23,0,97,1,0,0,0,0,5,0,50,15
3112,22,0,161,26,1,1,3,3,42,7,-96,-2
3113,22,0,133,5,0,-4,0,-3,27,0,467,-4
3114,23,0,200,0,1,-2,2,-1,20,-1,-15,0
3115,22,0,95,35,1,1,2,2,14,0,91,31
3116,21,1,38,35,0,0,0,0,14,0,0,31
3117,22,0,164,8,0,0,0,0,8,0,-290,-1
3118,23,0,180,11,0,0,0,0,22,-8,-235,0
3119,23,0,115,16,0,0,0,0,7,0,12,-3
3120,23,0,45,1,0,0,0,0,0,0,16,31
3121,22,0,100,14,0,0,0,0,20,0,-202,-6
3122,22,0,121,-38,0,0,0,0,10,-1,-79,-1
3123,23,0,19,-71,0,0,0,0,-4,-1,-12,3
3124,23,0,166,18,0,0,0,0,19,0,-18,0
3125,12,0,166,-16,3,1,3,0,32,-1,-1232,0
3126,7,0,185,15,2,-4,3,0,111,-1,241,-2
3127,12,0,75,-8,0,0,0,0,-9,0,-470,-4
3128,12,0,142,-28,0,0,0,0,5,-2,313,0
3129,12,0,42,42,1,1,3,3,29,0,-23,-36
3130,2,0,0,0,0,0,0,0,0,0,0,0
3131,11,0,150,-11,0,0,0,0,-5,-1,-227,-9
3132,10,0,60,-20,0,0,0,0,-3,0,81,-42
3133,12,1,156,5,0,0,0,0,-1,0,67,-1
3134,12,1,93,-37,0,-2,0,-3,-27,-5,3388,-5
3135,9,0,122,-12,0,0,0,0,-3,0,513,0
3136,12,0,157,-4,0,0,0,0,16,-3,15,0
3137,9,0,27,-1,0,0,0,0,0,0,-34,30
3138,11,0,0,0,0,0,0,0,0,0,0,31
3139,12,0,192,-13,2,-5,3,0,22,-2,33,0
3140,11,0,0,0,0,0,0,0,2,0,0,-3
3141,12,0,102,15,0,-1,0,-3,28,0,-419,0
3142,5,0,0,0,0,0,0,0,-6,0,0,1
3143,12,1,34,33,1,1,3,3,2,0,0,31
3144,12,0,133,25,1,-1,3,0,-5,1,-88,0
3145,12,0,135,13,1,0,3,0,-42,-3,52,1
3146,12,0,152,8,1,0,3,0,87,3,-89,0
3147,10,0,155,14,2,-3,4,1,9,0,5,0
3148,12,0,116,-5,0,-1,0,-3,0,0,226,3
3149,12,0,161,0,0,0,0,0,11,0,-253,3
3150,10,0,160,36,0,-2,0,-3,14,2,-238,2
3151,12,0,0,0,0,0,0,0,0,0,0,31
3152,12,0,69,0,0,0,0,0,-1,0,11,-12
3153,12,0,184,30,2,2,3,3,122,-3,-60,0
3154,12,0,75,1,0,0,0,0,7,1,0,1
3155,12,0,112,49,0,0,0,0,13,2,-598,6
3156,11,0,96,-15,0,0,0,0,15,1,13,2
3157,12,0,53,41,0,0,0,0,7,1,-6,24
3158,11,0,187,-20,2,2,3,3,11,-1,22,-1
3159,11,0,11,-35,0,-2,0,-3,-25,0,18,0
3160,12,0,214,-3,1,1,3,3,4,1,145,0
3161,12,0,3,-50,0,0,0,0,-3,0,-9,-13
3162,11,1,0,0,0,0,0,0,0,0,-35,31
3163,12,0,65,14,1,1,3,3,-6,0,30,0
3164,12,0,77,52,0,0,0,0,84,0,-37,5
3165,11,0,132,-3,0,-1,0,-3,16,0,-325,0
3166,12,0,138,32,1,0,3,0,28,-2,-279,-1
3167,12,0,200,5,0,0,0,0,78,1,62,0
3168,9,0,131,6,7,2,3,0,1,-2,0,-1
3169,11,0,169,15,1,1,3,3,19,0,696,0
3170,8,0,195,29,2,2,3,3,76,-5,-239,12
3171,11,0,162,-5,0,0,0,0,-22,-5,-452,4
3172,11,0,68,37,0,0,0,0,20,2,-6,8
3173,12,0,65,21,0,0,0,0,5,1,9,-74
3174,10,0,147,9,0,0,0,0,21,-1,-679,3
3175,12,0,42,24,0,0,0,0,4,0,-8,31
3176,12,0,0,0,0,0,0,0,0,0,6,31
3177,12,0,116,5,2,2,3,3,27,-1,-67,-1
3178,12,0,89,-46,0,-1,0,-2,-76,-1,-50,0
3179,11,0,68,-26,0,0,0,0,0,0,55,-10
3180,11,0,128,-10,7,-5,3,0,-16,0,24,-9
3181,11,0,71,-48,0,-2,0,-3,-31,-2,66,3
3182,10,0,156,-4,0,0,0,0,-14,-5,223,-1
3183,12,0,120,-37,0,0,0,0,0,-2,324,-4
3184,3,0,0,0,0,0,0,0,2,0,0,0
3185,10,0,0,0,0,0,0,0,0,0,0,31
3186,12,0,43,33,5,5,3,3,18,0,5,0
3187,11,0,87,-1,0,0,0,0,0,0,0,-52
3188,12,0,133,9,1,-1,3,0,47,0,-33,-1
3189,11,0,169,2,1,0,3,0,-29,-1,41,0
3190,12,0,265,5,3,-7,3,0,296,4,1895,0
3191,12,0,159,-31,0,0,0,0,-7,-3,1270,0
3192,10,0,156,0,0,0,0,0,29,0,-667,-1
3193,11,0,129,11,0,0,0,0,22,-2,159,0
3194,9,0,120,-11,0,0,0,0,-10,-6,44,0
3195,11,0,93,-37,9,5,3,0,48,0,152,0
3196,12,0,117,-36,0,0,0,0,-5,-1,-29,0
3197,11,0,142,-6,1,0,3,0,5,-2,1,0
3198,11,0,196,1,0,0,0,0,-8,-2,-966,0
3199,12,0,125,-5,0,0,0,0,-15,-2,-14,4
3200,12,1,26,0,0,0,0,0,0,0,-2,4
3201,11,0,29,-1,0,-1,0,-3,-3,0,0,-15
3202,10,0,175,-15,0,-2,0,-3,76,4,1,0
3203,12,0,156,10,2,2,3,3,-9,0,-6,0
3204,10,0,39,-47,0,0,0,0,-6,-1,9,3
3205,12,0,126,10,0,0,0,0,27,1,4,5
3206,11,0,195,-8,1,0,3,0,60,-1,145,0
3207,12,0,177,-4,0,0,0,0,100,-2,62,0
3208,12,0,145,-2,0,-1,0,-3,20,0,23,5
3209,10,0,77,10,1,1,3,3,-14,0,3,-5
3210,12,0,97,-77,0,0,0,0,-14,-6,10,8
3211,11,0,80,34,1,1,4,4,-3,1,8,-2
3212,12,0,92,35,0,0,0,0,1,1,-4,0
3213,12,0,80,-1,0,0,0,0,7,0,55,0
3214,12,0,105,7,0,-1,0,-3,18,0,-157,3
3215,12,0,95,-21,0,0,0,0,-3,0,27,5
3216,12,0,77,-10,1,1,3,3,-3,0,41,-22
3217,8,0,92,-18,0,0,0,0,10,0,78,-5
3218,10,0,0,-35,0,0,0,0,-2,-1,-1,10
3219,12,0,135,53,0,0,0,0,110,0,-437,0
3220,11,0,68,-2,0,0,0,0,8,-1,0,3
3221,12,0,41,-76,1,-1,3,0,-2,-1,-39,-25
3222,11,0,134,11,1,1,3,3,-19,0,142,0
3223,12,0,195,-15,1,1,3,3,24,0,377,0
3224,12,0,109,8,0,0,0,0,4,-3,637,0
3225,12,0,30,-49,0,0,0,0,7,0,-6,1
3226,9,0,135,-12,1,-2,3,0,-24,-1,44,-1
3227,12,1,0,0,0,0,0,0,0,0,0,30
3228,8,0,10,-36,0,0,0,0,-7,0,202,15
3229,12,0,157,32,0,0,0,0,64,4,9,-2
3230,12,0,205,10,0,-1,0,-3,-1,-1,461,-1
3231,12,0,96,9,0,0,0,0,7,0,584,14
3232,12,0,93,9,0,-1,0,-3,-18,-4,6520,-2
3233,12,0,147,15,0,0,0,0,49,1,22,0
3234,11,1,0,0,0,0,0,0,0,0,-8,31
3235,11,0,149,46,0,0,0,0,5,1,35,0
3236,12,0,7,-10,0,0,0,0,-2,0,-6,-16
3237,11,0,118,51,0,0,0,0,47,0,-1032,4
3238,8,0,76,10,0,0,0,0,12,0,-73,7
3239,9,0,24,10,3,3,3,3,11,0,-4,23
3240,10,0,118,-13,0,-1,0,-3,-12,-4,45,0
3241,12,0,186,-2,0,-2,0,-3,68,-1,683,0
3242,12,0,133,-49,0,0,0,0,-13,1,64,0
3243,11,0,178,1,3,0,3,0,33,1,178,0
3244,12,0,71,-4,0,0,0,0,-4,0,22,11
3245,11,0,217,-13,7,2,3,0,0,1,115,0
3246,10,0,93,5,0,0,0,0,-19,0,-13,-7
3247,11,0,132,-8,1,0,3,0,43,-5,-117,0
3248,10,0,112,-3,1,0,3,0,52,0,-13,0
3249,12,0,155,-1,0,0,0,0,-20,-1,408,1
3250,11,0,140,58,1,1,3,3,92,12,-14,1
3251,11,0,123,57,1,1,3,3,32,2,-146,8
3252,12,0,0,0,0,0,0,0,-2,0,0,15
3253,10,0,66,-1,1,1,3,3,3,-1,3,-51
3254,11,0,182,6,4,3,3,0,-68,1,-432,-15
3255,11,1,48,11,0,-1,0,0,-33,1,15,-8
3256,11,0,26,10,0,0,0,0,18,0,-2,-127
3257,12,0,196,6,3,3,3,3,71,-1,-12975,0
3258,12,0,107,1,0,0,0,0,4,0,53,31
3259,12,0,183,45,0,0,0,0,30,2,-174,0
3260,11,0,124,-2,5,4,3,0,42,0,-353,-6
3261,12,0,136,10,0,0,0,0,44,1,-226,-1
3262,12,0,0,-46,0,0,0,0,-6,0,13927,1
3263,12,0,111,62,1,1,3,3,36,2,-15,-38
3264,11,0,0,0,0,0,0,0,0,0,-5,31
3265,12,0,19,-42,0,0,0,0,2,0,42,4
3266,12,1,0,0,0,0,0,0,0,0,-1,30
3267,12,0,168,1,0,0,0,0,93,-1,0,-1
3268,11,0,0,0,0,0,0,0,0,0,0,31
3269,11,0,177,15,1,0,3,0,49,3,14,1
3270,12,0,105,-68,1,1,2,2,-8,-1,1077,-3
3271,10,0,42,-24,0,0,0,0,-22,0,-13,1
3272,11,0,73,-2,0,0,0,0,20,0,50,-38
3273,12,0,170,32,0,-1,0,-3,8,-5,-204,0
3274,12,0,129,-1,0,0,0,0,17,-1,32,0
3275,12,0,117,-1,0,0,0,0,-3,-6,-1467,-3
3276,12,0,83,0,0,0,0,0,6,-1,-13,4
3277,11,0,254,-6,6,2,3,0,47,-4,10431,0
3278,11,0,125,-2,1,0,3,0,104,0,0,0
3279,11,0,104,15,2,1,3,-1,4,-1,0,2
3280,12,0,135,20,1,1,3,3,30,0,60,0
3281,6,0,144,-31,0,-3,0,-3,35,1,100,0
3282,12,0,122,6,0,0,0,0,6,0,-244,-6
3283,10,0,40,-3,1,1,3,3,-7,0,0,-3
3284,7,0,113,0,0,0,0,0,23,-1,636,0
3285,12,0,94,-62,0,0,0,0,7,-1,33,-2
3286,12,0,129,-22,0,0,0,0,3,-3,260,-3
3287,11,0,58,-55,0,-5,0,-3,-112,-1,-1,2
3288,11,0,74,-12,0,0,0,0,-3,0,-148,2
3289,11,0,0,0,0,0,0,0,0,0,0,31
3290,12,0,184,-4,1,1,3,3,32,2,-10,-4
3291,11,0,79,-52,0,-2,0,-2,-5,-1,-89,4
3292,12,0,52,-1,0,0,0,0,-1,0,5,-110
3293,11,0,10,10,2,2,3,3,4,0,14,31
3294,12,0,197,-6,1,-5,3,0,-4,1,229,4
3295,11,0,19,-11,0,0,0,0,-6,0,-2,-46
3296,11,0,88,21,0,0,0,0,72,0,-76,9
3297,11,0,20,-50,0,0,0,0,-6,0,122,-1
3298,11,0,3,-1,0,0,0,0,0,0,0,31
3299,11,0,105,-39,0,-1,0,-3,10,-1,-188,0
3300,12,0,41,19,0,0,0,0,4,0,-23,31
3301,12,0,86,10,0,0,0,0,19,0,-11,2
3302,11,0,103,-59,1,-1,3,0,20,-1,-285,0
3303,12,0,129,-6,2,-2,3,0,-64,-4,177,0
3304,7,0,153,14,0,0,0,0,15,-3,822,-1
3305,6,0,62,35,2,2,3,3,4,2,-4,0
3306,12,0,135,35,0,-3,0,-3,-20,1,-169,-4
3307,8,0,31,-55,0,0,0,0,4,0,-190,0
3308,11,0,137,-5,0,0,0,0,55,0,-694,-2
3309,11,0,118,-3,0,-1,0,-3,-45,-1,-134,-11
3310,9,0,168,43,1,1,3,3,73,-1,-60,0
3311,12,1,0,0,0,0,0,0,0,0,0,31
3312,12,1,0,0,0,0,0,0,0,0,0,31
3313,11,0,5,1,0,0,0,0,0,0,1,30
3314,12,0,56,-21,0,-1,0,-3,-20,0,458,10
3315,11,0,43,15,0,0,0,0,6,0,-7,31
3316,11,1,38,-66,0,0,0,0,11,-1,23,0
3317,11,0,100,10,0,0,0,0,48,0,6,6
3318,11,0,4,-1,0,-2,0,-3,-12,0,0,-3
3319,11,0,0,-10,0,0,0,0,0,0,1,31
3320,10,0,110,-15,0,0,0,0,-11,0,-81,-10
3321,11,0,189,10,0,0,0,0,31,0,-5687,0
3322,12,0,82,45,1,1,3,3,39,0,27,0
3323,12,0,35,-73,0,0,0,0,-9,-3,232,-28
3324,11,0,140,8,0,0,0,0,-23,-1,24,-2
3325,11,0,106,-59,0,0,0,0,11,-2,64,4
3326,12,0,109,-1,0,-1,0,-3,11,-1,277,4
3327,12,0,65,4,0,0,0,0,-23,-2,-14,-5
3328,10,0,246,26,2,1,2,-1,235,1,1224,0
3329,12,0,38,-10,0,-1,0,-3,-4,0,43,-20
3330,12,0,106,33,0,-1,0,-3,2,4,8,-1
3331,8,0,56,-5,1,1,3,3,-22,0,0,3
3332,11,0,0,-52,0,0,0,0,-5,-4,-7,-57
3333,11,0,69,-37,0,0,0,0,-5,-1,-96,-1
3334,11,0,123,10,1,0,3,0,4,0,224,-6
3335,12,0,135,-16,1,1,3,3,4,2,62,-1
3336,11,0,127,12,4,1,3,0,14,-20,-27,0
3337,10,0,41,-25,0,0,0,0,-1,0,-1,19
3338,11,0,169,-15,2,0,3,1,58,4,-287,0
3339,10,1,15,-105,0,0,0,0,-50,-1,44,0
3340,9,0,168,-2,1,1,3,3,33,-2,-393,0
3341,11,0,32,-56,0,-4,0,-3,-26,-3,-9,0
3342,12,0,14,14,3,3,3,3,12,0,0,31
3343,3,0,51,51,0,0,0,0,142,0,0,0
3344,11,0,144,27,5,3,3,0,103,8,-167,-2
3345,9,0,110,-10,0,0,0,0,-14,0,-281,3
3346,11,0,50,30,0,0,0,0,-2,0,-11,-3
3347,9,0,57,12,0,0,0,0,6,0,53,31
3348,11,1,0,0,0,0,0,0,0,0,0,31
3349,11,0,15,-16,0,0,0,0,5,0,-15,9
3350,11,0,187,-2,4,3,3,0,-7,0,-445,0
3351,12,0,54,-35,0,0,0,0,1,-1,-38,11
3352,11,0,147,-4,0,0,0,0,21,-4,166,0
3353,12,0,107,40,1,1,3,3,60,0,-2,0
3354,11,0,55,-10,0,0,0,0,9,0,-11,0
3355,10,0,0,-27,0,0,0,0,-7,0,0,17
3356,11,0,0,-34,0,0,0,0,-1,0,38,-5
3357,1,0,0,0,0,0,0,0,0,0,0,0
3358,11,0,94,45,0,0,0,0,-1,1,-23,10
3359,12,0,135,15,0,0,0,0,2,0,27,-4
3360,11,0,103,-4,0,0,0,0,6,0,3597,5
3361,11,0,101,-40,1,1,3,3,0,0,2108,0
3362,9,1,0,0,0,0,0,0,0,0,0,31
3363,10,0,125,-5,0,-1,0,-3,-24,0,1,0
3364,8,0,195,-14,0,-8,0,-3,67,-1,-58,0
3365,11,0,87,16,2,2,3,3,45,1,8,9
3366,10,0,115,-48,0,-2,0,-3,-20,-2,-62,0
3367,11,0,142,42,0,0,0,0,16,1,-176,13
3368,11,0,137,2,0,0,0,0,-20,-1,165,0
3369,11,0,165,14,0,-1,0,-2,42,0,-1123,0
